     8	     7	417576986/0012/0012/line-004.gt.txt
     8	    32	417576986/0012/0012/line-005.gt.txt
     5	    32	417576986/0012/0012/line-006.gt.txt
     5	    31	417576986/0012/0012/line-007.gt.txt
     6	    33	417576986/0012/0012/line-008.gt.txt
     5	    25	417576986/0012/0012/line-009.gt.txt
     5	    30	417576986/0012/0012/line-010.gt.txt
     1	    31	417576986/0012/0012/line-011.gt.txt
     3	    32	417576986/0012/0012/line-012.gt.txt
     5	    30	417576986/0012/0012/line-013.gt.txt
     7	    33	417576986/0012/0012/line-014.gt.txt
     1	    30	417576986/0012/0012/line-015.gt.txt
     2	    31	417576986/0012/0012/line-016.gt.txt
     3	    28	417576986/0012/0012/line-017.gt.txt
     4	    32	417576986/0012/0012/line-018.gt.txt
     2	    32	417576986/0012/0012/line-019.gt.txt
     8	    32	417576986/0012/0012/line-020.gt.txt
     3	    29	417576986/0012/0012/line-021.gt.txt
     2	    31	417576986/0012/0012/line-022.gt.txt
     9	    31	417576986/0012/0012/line-023.gt.txt
     6	    30	417576986/0012/0012/line-024.gt.txt
     1	    29	417576986/0012/0012/line-025.gt.txt
     7	    30	417576986/0012/0012/line-026.gt.txt
     4	    32	417576986/0012/0012/line-027.gt.txt
     6	    31	417576986/0012/0012/line-028.gt.txt
     6	     8	417576986/0015/0015/line-001.gt.txt
     5	    31	417576986/0015/0015/line-002.gt.txt
     4	    28	417576986/0015/0015/line-003.gt.txt
     9	    35	417576986/0015/0015/line-004.gt.txt
     2	    28	417576986/0015/0015/line-005.gt.txt
     3	    32	417576986/0015/0015/line-006.gt.txt
    10	    33	417576986/0015/0015/line-007.gt.txt
     4	    32	417576986/0015/0015/line-008.gt.txt
     4	    31	417576986/0015/0015/line-009.gt.txt
     0	    29	417576986/0015/0015/line-010.gt.txt
     7	    31	417576986/0015/0015/line-011.gt.txt
     4	    33	417576986/0015/0015/line-012.gt.txt
    14	    32	417576986/0015/0015/line-013.gt.txt
    12	    32	417576986/0015/0015/line-014.gt.txt
     2	    30	417576986/0015/0015/line-015.gt.txt
     3	    30	417576986/0015/0015/line-016.gt.txt
     1	    31	417576986/0015/0015/line-017.gt.txt
     6	    31	417576986/0015/0015/line-018.gt.txt
     6	    32	417576986/0015/0015/line-019.gt.txt
     2	    28	417576986/0015/0015/line-020.gt.txt
     5	    34	417576986/0015/0015/line-021.gt.txt
     8	    31	417576986/0015/0015/line-022.gt.txt
     5	    31	417576986/0015/0015/line-023.gt.txt
     5	    29	417576986/0015/0015/line-024.gt.txt
     2	    31	417576986/0015/0015/line-025.gt.txt
    14	    26	417576986/0031/0031/line-001.gt.txt
     5	    37	417576986/0031/0031/line-002.gt.txt
     5	    36	417576986/0031/0031/line-003.gt.txt
     5	    31	417576986/0031/0031/line-004.gt.txt
     5	    39	417576986/0031/0031/line-005.gt.txt
     5	    37	417576986/0031/0031/line-006.gt.txt
     3	    34	417576986/0031/0031/line-007.gt.txt
     3	    35	417576986/0031/0031/line-008.gt.txt
     3	    35	417576986/0031/0031/line-009.gt.txt
     3	    36	417576986/0031/0031/line-010.gt.txt
     2	    37	417576986/0031/0031/line-011.gt.txt
     3	    37	417576986/0031/0031/line-012.gt.txt
     6	    37	417576986/0031/0031/line-013.gt.txt
     1	    35	417576986/0031/0031/line-014.gt.txt
     5	    33	417576986/0031/0031/line-015.gt.txt
     1	    39	417576986/0031/0031/line-016.gt.txt
     6	    35	417576986/0031/0031/line-017.gt.txt
     0	    36	417576986/0031/0031/line-018.gt.txt
     5	    36	417576986/0031/0031/line-019.gt.txt
     6	    35	417576986/0031/0031/line-020.gt.txt
     8	    36	417576986/0031/0031/line-021.gt.txt
     5	    35	417576986/0031/0031/line-022.gt.txt
     6	    10	417576986/0031/0031/line-023.gt.txt
     0	    10	417576986/0031/0031/line-024.gt.txt
     3	    10	417576986/0031/0031/line-025.gt.txt
     5	    10	417576986/0031/0031/line-026.gt.txt
     5	    34	417576986/0031/0031/line-027.gt.txt
     3	    34	417576986/0031/0031/line-028.gt.txt
     2	    36	417576986/0031/0031/line-029.gt.txt
     4	    33	417576986/0031/0031/line-030.gt.txt
     4	    32	417576986/0031/0031/line-031.gt.txt
     2	    33	417576986/0031/0031/line-032.gt.txt
     4	    38	417576986/0031/0031/line-033.gt.txt
     0	     3	417576986/0031/0031/line-034.gt.txt
     8	    10	417576986/0078/0078/line-001.gt.txt
     9	    12	417576986/0078/0078/line-002.gt.txt
     4	    11	417576986/0078/0078/line-003.gt.txt
    13	    14	417576986/0078/0078/line-006.gt.txt
    17	    35	417576986/0078/0078/line-007.gt.txt
    14	    36	417576986/0078/0078/line-008.gt.txt
    19	    36	417576986/0078/0078/line-009.gt.txt
    23	    35	417576986/0078/0078/line-010.gt.txt
    12	    37	417576986/0078/0078/line-011.gt.txt
    13	    35	417576986/0078/0078/line-012.gt.txt
    13	    34	417576986/0078/0078/line-013.gt.txt
    17	    37	417576986/0078/0078/line-014.gt.txt
     5	    12	417576986/0078/0078/line-015.gt.txt
     9	    30	417576986/0078/0078/line-016.gt.txt
    11	    36	417576986/0078/0078/line-017.gt.txt
